,id,qid1,qid2,question1,question2,bot?,number_likes,is_duplicate
1714,1714,3413,3414,Who will win the World Cup 2014?,"Heading into the start of the tournament, which country is the favorite to win FIFA World Cup 2014? Which team is the strongest?",False,36744,0
1715,1715,3415,3416,"How do I prepare for city level, TIMES NIE think and learn challenge, Ahmedabad?",What is the process of immigration of Finland which I should be adopted?,False,42957,0
1716,1716,3417,3418,What are the arguments in favour of/against Jallikattu? What is your personal opinion about it and the way it is being handled by the Centre and SC?,What are some of the best atheistic arguments?,True,23872,0
1717,1717,3419,3420,How can I get a green card to live and work in the USA?,How can I get a green card?,False,12071,1
1718,1718,3421,3422,Will a wool sweater after it is washed shrink or get stretched?,Do you have to wear a shirt under a sweater?,False,23937,0
1719,1719,3423,3424,What should we do to be best software developer?,What is to be done to be a good software developer?,False,12039,1
1720,1720,3425,3426,I am 20 years old now & a graduate. But I have been at home for the past 2 years & doing nothing. What should be my action plan now?,When did Narendra Modi change his salutation from 'Mitron' to 'Bhaio aur Behno'?,True,9508,0
1721,1721,3427,3428,What is the average salary of workers in Indonesia with a graduate degree?,What is the average salary of a IIM Calcutta graduate?,False,29110,0
1722,1722,3429,3430,How can I find a startup mentor?,How do I ask someone to be my mentor?,False,57099,1
1723,1723,3431,3432,How should mid-distance track runners incorporate weight training to their overall training schedule?,How does one get stronger without gaining mass?,True,58273,0
1724,1724,3433,3434,Why are there so many Indians on Quora and why are they so annoying?,Why is Quora so popular in India?,False,58827,0
1725,1725,3435,3436,How are the placements of chemical engineering at NIT Raipur?,How is NIT Raipur for chemical engineering?,False,15331,0
1726,1726,3437,3438,How can I protect my app name so that it can not be used by other?,Shortcut for c compilation?,False,47052,0
1727,1727,3439,3440,How do I start my asus computer in safe mode?,Is it always safe to run GPU at OC mode?,True,33798,0
1728,1728,3441,3442,Is it possible to invent the time machine?,Can we create a time machine?,False,52916,1
1729,1729,3443,3444,"In the UK, what are the implications of the Immigration Act 2014?","In the UK, what are the implications of the Immigration Act 2016?",True,22927,0
1730,1730,3445,3446,How long does it typically take for the FDA to review a NDA?,How can I prepare for an FDA audit?,False,8408,0
1731,1731,3447,3448,How do I make oxalic acid water soluble?,How can we make water soluble polymers?,True,21583,0
1732,1732,3449,3450,What are the family roots of the Mir family clan?,Have you ever been jealous of a sibling due to comparisons?,False,28147,0
1733,1733,3451,3452,Harvard College Courses: What is general shopping advice for HBTM classes?,Harvard College Courses: What is general shopping advice for SCRB classes?,True,46657,0
1734,1734,3453,3454,How good and reliable are OYO rooms?,Did anyone experienced OYO rooms? Is it a good experience with OYO rooms?,False,55633,1
1735,1735,3455,3456,What is the best app to learn English?,What is the best app for learning English?,True,41191,0
1736,1736,3457,3458,What are some good articles on the global microbiome?,What is the main reason why Britain is exiting the EU?,False,44977,0
1737,1737,3459,3460,What websites do you use everyday?,What websites are worth visiting everyday?,False,57994,1
1738,1738,3461,3462,What are the best books for basic electrical engineering?,Which book should I refer for basic electrical engineering in first year?,True,60887,0
1739,1739,3463,3464,What are some little things that make you happy?,What's the best thing that make you happy?,True,61746,1
1740,1740,3465,3466,What are the best earphones under/around Rs.2000 ?,Which are the best earphones under 2000INR or 35USD?,True,62072,1
1741,1741,3467,3468,Why does Arvind Kejriwal always blame the BJP? Why did he resign from his CM post in Dehli?,Why is Arvind Kejriwal praising Pranab Mukerjee when he has questioned his honesty in the past?,True,41180,0
1742,1742,3469,3470,How do you define a complete person?,How would you define a person?,True,42057,0
1743,1743,3471,3472,Why do neoliberals and big corporations feel entitled to free trade agreements when nothing should be for free according to their own logic?,Why do hedge fund managers pay commission to brokerage firms when they have the money to buy the brokerage firms and since they would own the company the could trade for free? Isn't it cheaper to become a stockbroker so you can trade for free.,True,22004,0
1744,1744,3473,3474,What will happen if Donald Trump wins the election?,What would happen if one of the two candidates of the presidential election died on the morning of the election day?,True,53185,0
1745,1745,3475,3476,How many cement begs required in100 sq ft of rcc?,"How much cement required for 280 sq. ft with 6"" thickness?",False,48472,0
1746,1746,3477,3478,What made Tata group chairman Cyrus Mistry to quit?,What was the reason behind the removal of Cyrus P. Mistry from the position of Chairman of The Tata group?,False,65156,1
1747,1747,3479,3480,Which is the best place to visit in Goa with Friends?,"We are Planning to visit Goa for three days,which are the best places to visit?",True,59246,1
1748,1748,3481,3482,Who was Koundinya Rishi?,Why is Koundinya Rishi so important?,False,37837,0
1749,1749,3483,3484,How can plastic wrap be used for weight loss?,Are at-home stomach wraps using the clear plastics wrap in your kitchen safe to use for weight loss?,False,32220,1
1750,1750,3485,3486,"What is the penalty for driving without a license in Alabama, how do they compare to the penalties in Massachusetts?","What is the penalty for driving without a license in Alabama, how do they compare to the penalties in Maine?",True,48871,0
1751,1751,2574,3487,Where can I get wonderful flavors on cupcakes in Gold Coast?,Where can I get an unique taste for cupcakes in Gold Coast?,False,36869,1
1752,1752,3488,3489,What are some indie bands worth listening to?,I am interested in listening to indie music. Which bands can convince me to give it a try?,False,51255,1
1753,1753,3490,3491,What makes someone fall in love with you?,Can you make someone fall in love with you?,False,23742,0
1754,1754,3492,3493,How can I feature someone on musical.ly?,How do I get coins on musical.ly?,False,43130,0
1755,1755,3494,3495,Why was Parks and Recreation a success?,Why is Parks and Recreations so boring?,True,26429,0
1756,1756,3496,3497,Which top mobile app development companies have built mobile and tablet restaurant apps?,What services companies are good at building outsourced mobile app development teams for startups?,True,27184,0
1757,1757,3498,3499,What gives you hope during tough times?,What gives you hope for humanity?,True,15206,1
1758,1758,3500,3501,Will you leave politics after you lose the election?,Will you be okay if your political representative becomes rich or richer after being elected?,True,30140,0
1759,1759,3502,3503,What's the procedure for an Indian student to get admitted into a MS program in the US?,What's the procedure for an Indian to do higher study (MS) in the US?,True,16592,1
1760,1760,3504,3505,Do people know if you looked them up on Instagram?,"Instagram (product): How can I login to Instagram if I don't remember the password, and I dont know the email address that was used to set up the account?",False,40716,0
1761,1761,3506,3507,Can skipping increase your height?,What is the best and fastest way to increase your height?,False,38129,1
1762,1762,3508,3509,What is light made up of?,What exactly is light made of?,False,27133,1
1763,1763,3510,3511,Should I take Sydenham this year or try for JB next year with 99.83 in CET 2016?,"I have 2.5 yrs exp in IT,plan to give CET next year, target-JBIMS-MMS. Does JBIMS select candidates with >3 years of exp?",False,32748,0
1764,1764,3512,3513,Can most young people in Spain communicate in English fluently?,Can most young people in Italy communicate in English fluently?,False,8803,0
1765,1765,3514,3515,How reliable are Mensa I.Q. tests and what kind of intelligence do they measure?,How do you know if you are really intelligent?,True,44342,0
1766,1766,3516,3517,Which song is played in the TVF tripling episode 3 at mid night?,Which song is played in the end of TVF tripling episode 5?,False,34321,0
1767,1767,3518,3519,How can the formula for volume of liquid be determined?,How is the formula for residual volume determined?,True,16688,0
1768,1768,3520,3521,How do I deal with common embarrassment?,How do I deal with my embarrassment?,True,55659,1
1769,1769,3522,3523,How do I watch torrent videos while it is being downloaded?,"What is the difference in quality between: BD, HD, 720p and 1080p?",False,65009,0
1770,1770,3524,3525,How can I get butts like these guys shown below?,"How do I get a bigger butt, naturally?",True,1834,0
1771,1771,3526,3527,Can anybodt tell cost of installation for Automatic dependent Surveillance- Contract) ADS-C flight tracking systems?,Allen motorhead books PDF how I can download?,True,55500,0
1772,1772,3528,3529,"What is the difference between evga gtx 1080, asus gtx 1080, msi gtx 1080?",Why should my dad spend all his salary for my sister in law and her kid?,True,50722,0
1773,1773,3530,3531,How do I improve the writings on Quora?,How can I improve my writing on Quora?,False,15229,0
1774,1774,3532,3533,How does the inside of a vagina feel?,How does an aroused vagina feel like?,True,7510,0
1775,1775,3534,3535,To Men: Do men still hand out their number and ask you to call them? Old school chivalry or obvious player?,"For men: what do you think about ""boys don't cry and ""men don't show their emotions""?",True,26082,0
1776,1776,3536,3537,Which is better Bangladesh or China in medical studies?,How do I prepare for class 10 case boards? And which is a better option for studies in future? Engineering law or medical?,False,56008,0
1777,1777,3538,3539,"In the U.S., which is the most respectful term: cleaning lady, housekeeper or maid?","Is it ""a U.S company"" or ""an U.S company?",False,17312,0
1778,1778,3540,3541,What can I do right now to help the people of Aleppo?,What can I do to help the situation in Aleppo?,True,53338,1
1779,1779,3542,3543,How much does investment banker earns?,How much do investment bankers make?,True,58313,1
1780,1780,877,3544,What are your views on ban of 500 and 1000 rupee notes in India?,What will be the result of banning 500 and 1000 rupees note in India?,False,4250,1
1781,1781,3545,3546,Which is a good inpatient drug and alcohol rehab center near Lawrence County AL?,What is a good inpatient drug and alcohol rehab center near Geneva County AL?,False,3142,0
1782,1782,3547,3548,Do you think Hillary Clinton’s pneumonia will affect the election?,How seriously will Hillary Clinton's early departure from a 9/11 ceremony affect her campaign?,False,44870,0
1783,1783,3549,3550,"Can a family live on $120,000 yearly in New York City?","Can a family live comfortable on $150,000 a year in New York City?",True,30251,0
1784,1784,3551,3552,How can I get text records from metro pcs account?,How can I get my old call history and text messages from metro pcs?,True,62472,1
1785,1785,3553,3554,Was Donald Trump right to speak out against the mainstream media in his first press conference?,Did Donald Trump have a bobby pin holding back his hair during his press conference in Mexico?,False,9900,0
1786,1786,3555,3556,"How do you think Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo & Cilic rank in terms of potential when it comes to greatest spot in the tennis?","How would you rank Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo and Cilic in terms of greatness achieved and potential spot in the history of sport?",False,54061,1
1787,1787,3557,3558,Why does noone see the diference between Endless and Infinite?,Hi Friends! My weight is 100 kg. How can I bring in 70-75 of my weight in 1 years?,False,54279,0
1788,1788,3559,3560,Which online coaching institute is best for CAT Preparation?,Is online coaching better than going for institutes like TIME and PT Education for CAT preparation?,False,13023,0
1789,1789,3561,3562,How can I travel with low budget?,How do I travel with a low budget?,False,22089,1
1790,1790,3563,3564,What doe Quora mean?,What does the name Quora exactly mean?,True,53330,1
1791,1791,3565,3566,How do I stop feeling insecure?,How do I stop feeling insecure about myself?,False,54840,1
1792,1792,3567,3568,"Why does Coke help my menstrual cramps, against all medical advice?",What's the best position to sit or lie in to alleviate menstrual cramps?,False,57795,0
1793,1793,3569,3570,"If I skip breakfast and lunch, and only have dinner and two cups of coffee in a whole day, will I lose weight?","If I chew and spit throughout the day, the only full meal I eat is dinner, and I work out, why am I not losing weight?",False,47938,0
1794,1794,3571,3572,How do I learn japanese in 2 months?,How did you learn Japanese?,False,4965,0
1795,1795,3573,3574,How often do you drink coffee (-based) drinks?,How often do you drink coffee?,True,16745,1
1796,1796,3575,3576,How do I delete my question from Quora?,How do I delete my own question from Quora?,False,2431,1
1797,1797,3577,3578,How do I deal with people who take advantage of my innocence?,Do discounts stack in Europe?,True,66030,0
1798,1798,3579,3580,What are some recommended US companies to invest in in 2014?,"In Canada, what is the best university for getting into a US investment banking company?",True,8977,0
1799,1799,3581,3582,Is death by hanging painful?,What happens to a person just after he is hanged to death?,False,30146,0
1800,1800,3583,3584,"Belgium: Which historians disagree with Churchill's literary treatment of the King of the Belgians, Leopold III, following his surrender to Germany during May 1940?",Why did Denmark surrender to Nazi Germany in just 3 hours?,True,59950,0
1801,1801,3585,3586,How do I use Spotify in India on Mac?,How do I use Spotify in India?,False,36419,0
1802,1802,3587,3588,What do people think of AngelList?,"What collusion occurs with AngelList, if any?",False,55944,0
1803,1803,3589,3590,Wine: What are the best wineries to visit in the Healdsburg area?,What are the best Healdsburg wineries?,False,48393,1
1804,1804,3591,3592,What's the most important moment in the whole history of humanity?,What are best moments of humanity in Chennai in Dec 2017 cyclone?,False,28686,0
1805,1805,3593,3594,Which is the best honeymoon destination in kerala?,Which are the best honeymoon locations in Kerala for summer honeymoon trip to Kerala?,False,10324,1
1806,1806,3595,3596,How do i lose weight?,How do I suck it up and lose weight?,False,15151,1
1807,1807,3597,3598,Which is the best iPhone 6 case?,What's the best iPhone 4 case?,False,26500,0
1808,1808,3599,3600,What is it like to work at Goldman Sachs in London?,What is it like working at Goldman Sachs?,False,6733,0
1809,1809,3601,3602,If I download MIUI 8 from the website then will I get further updates and will it root my phone. I have Redmi note 3?,"If I update an app on my android phone, will it add to the app's total downloads?",False,25689,0
1810,1810,3603,3604,Why did John Nash have schizophrenia?,Who are John Nash's children?,False,20182,0
1811,1811,3605,3606,Should I be afraid of my parents?,Can my parents be afraid of me doing better than them?,False,32399,0
1812,1812,3607,3608,How do I prepare for MBA CET 2017 starting from November?,Can I get CSE at IITB 2017 by starting preparation from June 2015?,False,15071,0
1813,1813,3609,3610,Did all Waffen SS commit crimes against humanity?,What is diagtrack what is diag track?,True,27364,0
1814,1814,3611,3612,How do I prepare for an interview for an internship as a software developer at Jack in the Box?,What should I expect in a Software Engineer interview at Google and how should I prepare?,True,4493,0
1815,1815,3613,3614,Why do people write long answers on Quora?,"Why do people on Quora write very long answers, even if the questions doesn't necessarily need that?",True,3668,1
1816,1816,3615,3616,What is the relation between Snoop Dogg and Wiz Khalifa?,How is Snoop Dogg related to Wiz Khalifa?,False,41578,1
1817,1817,3617,3618,What is the balanced chemical equation for the formation of soap scum?,Which is a good startup company for Development in Delhi?,False,15378,0
1818,1818,3619,3620,What are types of pipes used in oil and gas industries?,What software do they use in the oil and gas industry in day-to-day operations?,False,6278,0
1819,1819,3621,3622,What is a good inpatient drug and alcohol rehab center near Monroe County MI?,What is a good inpatient drug and alcohol rehab center near Barry County MI?,False,2943,0
1820,1820,3623,3624,How can I see who viewed my Instagram video?,How can I see who viewed my video I just posted on Instagram?,True,44738,1
1821,1821,3625,3626,My hair falls only during shower but not after shower. Why?,Why does my hair fall out when I take a shower?,True,38469,0
1822,1822,3627,3628,How do I deactivate a WhatsApp account temporarily?,"Since my phone was lost I have blocked my SIM, but my Whatsapp account is still working. How do I deactivate my account?",False,60320,0
1823,1823,3629,3630,Which is better: Super AMOLED or TFT?,Which TV panel is better VA OR IPS?,True,5729,0
1824,1824,3631,3632,What is the Personal Property Security Act and how is Nova Scotia's different from Newfoundland's?,What is the Personal Property Security Act and how is Nova Scotia's different from Alberta's?,False,23378,0
1825,1825,3633,3634,Should I use Swift or Objective-C to learn iOS development?,Which is better to learn for iOS: Swift or Objective-C?,True,34442,1
1826,1826,3635,3636,What is the diet of Narendra Modi?,Is Narendra Modi obese?,False,56598,0
1827,1827,3637,3638,What are some nice songs with Chinese music and english lyrics?,Which are the best English songs with fast music?,True,31160,0
1828,1828,3639,3640,What is regular expressions in Java?,What is regular expression for 'not' something?,True,67603,0
1829,1829,3641,3642,How is Physics Galaxy by Ashish Arora? Is it relevant for JEE?,How effective are Physics Galaxy lectures for IIT JEE?,True,30820,0
1830,1830,3643,3644,Scuba Diving: How long can one stay at 50 feet without having to undergo decompression?,"If I have one week, which country should I visit, Guatemala or Nicaragua? What should I not miss in any of them? Which one offers better scuba diving?",True,33679,0
1831,1831,3645,3646,Which country's judicial system has the least pending cases?,"How can we use Big data analysis in Indian judicial system? Also, how can we get detailed information regarding pending cases online?",True,45900,0
1832,1832,3647,3648,What's the difference between a floor area and a lot area?,What is minimum floor area? Why is minimum floor area a statutory requirement?,False,61854,0
1833,1833,3649,3650,Many women told me that they prefer guy friends over girl friends. What are the common reasons for this?,"I am a girl. My best friend (a guy) and me are emotionally attached. I do not love him, but I get jealous when he prioritizes his crush over me. What am I going through?",True,21154,0
1834,1834,3651,3652,Difference between wraparound and projector headlights?,I know core java completely but i stucked in solving a problem even i dont know how to find prime number between 1 to 100.what should I do?,False,16287,0
1835,1835,3653,3654,"Is EEE in VSSUT, Burla good? Is the placement good? What type of companies recruit EEE graduates?","How is EEE in VSSUT, Burla?",True,2731,1
1836,1836,3655,3656,"If you see a celebrity, how do you approach him/her?",What is the best way to approach a celebrity?,False,55106,0
1837,1837,3657,3658,"When did you start to learn coding? Is it true that if someone wants to be extremely good at coding, he or she will have to start learning at a young age?",What are the best ways to learn C#?,True,25698,0
1838,1838,3659,3660,What does namespace mean in Java?,"What does ""$"" mean in Java?",False,65816,0
1839,1839,3661,3662,What is difference between Modi and Hitler?,How Modi is different from Hitler?,False,55198,1
1840,1840,3663,3664,What's the purpose of life?,How do you find your life's purpose?,False,862,0
1841,1841,3665,3666,How can find my user name and password in IRCTC by my register mobile number or Email ID?,Why I cannot login to IRCTC using my id and password?,True,22914,0
1842,1842,3667,3668,How can Jio work in a 3G phone?,How do I use Jio sim in 3G devices?,True,55530,1
1843,1843,3669,3670,Which is the best godrej air conditioner repair center in Hyderabad?,Where is the best IFB air conditioner repair center in Hyderabad?,True,4892,0
1844,1844,3671,3672,How much time does a waiter spend in taking orders?,How do you get over a divorce and not being able to spend as much time with your children?,False,37423,0
1845,1845,3673,3674,How can I stop feeling that I don't like to talk to people?,How do I talk with people I don't like?,True,56197,0
1846,1846,3675,3676,What is the best way to restore a Dell Inspiron 530 to factory settings?,How do you restore a Dell Inspiron 1525 to the factory settings?,True,28636,1
1847,1847,3677,3678,What are the existing 10 types of reptiles?,Why don't I see reptiles scratch their skin?,False,29529,0
1848,1848,3679,3680,Innovation Diffusion: What are the various kind of opinion leaders are there to influence the Youth?,What is diffusion in the villi?,False,46538,0
1849,1849,3681,3682,Is there any movie or documentary about India's Operation Rahat in Djibouti?,What are some S rated movies in India?,False,42640,0
1850,1850,3683,3684,"How did the Australian term ""sheila"" originate?","What does the Australian term ""sheila"" mean?",True,47699,1
1851,1851,3685,3686,How can India be a secular century when there is no Uniform Civil Code in place?,Why is the implementation of Uniform Civil Code important?,True,40478,1
1852,1852,3687,3688,"The prime factorization of intezer N is A x A x B x C, where A, B and C are all distinct prine intezers. How many factors does N have?","The prime factorization of integer N is A x A x B x C, where A, B and C are all distinct prime integers. How many factors does N have?",True,58498,1
1853,1853,3689,3690,"Is the entropy change of a cyclic device always zero, whether it's reversible or irreversible?",We can find entropy of irreversible process by assuming that process reversible and answer will be same. Can I apply the same for adiabatic process?,True,56760,0
1854,1854,3691,3692,What are the side effects of ProActiv?,What are the side effects for using Proactiv? How are the side effects treated?,False,22277,1
1855,1855,3693,3694,What are the ethnicities of the cast of 'Impractical Jokers'?,What is your review of Impractical Jokers (TV series)?,False,29323,0
1856,1856,3695,3696,What is the appropriate way to wish a Muslim friend happy birthday?,"When wishing an old friend happy birthday, is it ok the call them by a made up name they used in the past?",True,11277,0
1857,1857,3697,3698,What percent of the population have two different colored eyes ?,How does heterochromia iridum (two different colored eyes) work?,False,46322,0
1858,1858,3699,3700,what has your life taught you so far?,What has life taught you?,False,28661,1
1859,1859,3701,3702,How can a transgender lesbian who hasn't had genital surgery find a mate?,"How would you, a transgender person, respond to someone who does not believe you are transgender?",False,56548,0
1860,1860,3703,3704,How many questions have you asked on Quora?,How many questions have been asked on Quora?,False,66103,0
1861,1861,3705,3706,How can I run a 5k without any training?,How do I run a 5k without much training?,True,6747,1
1862,1862,3707,3708,What are the pros and cons of tennis balls on your walker?,What are the pros and cons of attaching tennis balls on walkers?,False,49839,1
1863,1863,3709,3710,What is the best pickup line for engineers?,What is one pickup line that has never failed you?,False,59587,0
1864,1864,3711,3712,"What does the message ""With delivery courier"" from DHL mean?",What are some references for DHL Courier?,True,51622,0
1865,1865,3713,3714,Why won't iMessage sync between my iPhone and my MacBook?,Why won't my iPhone connect to my home WiFi?,False,5843,0
1866,1866,3715,3716,What are the advantages and disadvantages of HND marine engineering?,Does the marine engineer get NRI status?,False,34413,0
1867,1867,3717,3718,"Why do students from liberal arts just repeat the same given ""mantras"" without any critical thought?",What are the reasons why dynamite has a patent?,True,47369,0
1868,1868,3719,3720,Why are the Texas Rangers important to law enforcement today?,What are the responsibilities of Texas Rangers and how do they interact with other law enforcement agencies?,True,23634,1
1869,1869,3721,3722,How do u get olds messages from snapchat?,What should I do to hack Snapchat messages remotely?,False,51207,0
1870,1870,3723,3724,What is humanity? What is human rights?,What do we mean by human rights?,False,64987,1
1871,1871,3725,3726,What is the Tesseract in the Doctor Who universe and what purpose does it serve?,Why am I so sad and lonely.?,True,54183,0
1872,1872,3727,3728,How do I clear points from my driving record in order to have a lower premium?,How do I clear points from my driving record in order to have a lower premium in California?,False,38781,0
1873,1873,3729,3730,What is the difference between amateur (ham) radio and CB radio?,How do HAM Radio and a CB Radio differ?,True,60544,1
1874,1874,3731,3732,What company has a culture?,What is the company culture like at WhatsApp?,True,11405,0
1875,1875,3733,3734,What were the reasons for Industrial Revolution?,What were the causes of the Industrial Revolution?,False,66806,1
1876,1876,3735,3736,Does masturbation cause loss of zinc leading to loss of appetite?,Does masturbation cause loss of protein?,False,68134,0
1877,1877,3737,3738,What is Kaufmich.com?,What does superbcrew.com do?,True,39512,0
1878,1878,3739,3740,"Pakistani mangoes vs Indian mangoes, which is the best?",What do mangoes taste like?,True,39357,0
1879,1879,3741,3742,How can I view a private Instagram?,Can I view a private Instagram?,False,37147,1
1880,1880,3743,3744,"What kind of economy does Switzerland have, and how is Norway's different?","What kind of economy does Switzerland have, and how is Belgium's different?",True,25532,0
1881,1881,3745,3746,"How do you think the future of choosing a research or career path in Computational Geophysics would be, for a MS student in Compuational Engineering?",I am BE 8th sem. CSE student. Which path should I choose as a career or which course I should do to get a good job in future?,False,42077,0
1882,1882,3747,3748,What is your most desirable natural cause of death?,What is your least desired cause of death?,True,60959,0
1883,1883,3749,3750,Why World War III are inevitable?,Is World War III coming?,False,62425,1
1884,1884,3751,3752,Does freefall speed and nanothermite prove that 9/11 was a hoax or inside job?,"Aren't genetic algorithms basically generating information out of nothing, and doesn't this prove that algorithms exist to create information? Or is it all a hoax?",False,4111,0
1885,1885,3753,3754,"If SDS page is used, will the charge on all the proteins be same?",How do I detect low molecular protein (<10 kDa) using SDS-PAGE?,True,3551,0
1886,1886,3755,3756,What is the difference between a redhead and a ginger?,How can I get ginger scene hair?,True,9079,0
1887,1887,3757,3758,How do offshore platforms handle groceries and small goods shipments from and to the land?,What happens after an offshore oil platform stops drilling?,True,24061,0
1888,1888,3759,3760,How do you make money giving through a app?,How do I make money on an app?,True,41441,0
1889,1889,3761,3762,Can I apply to University of Alberta internetworking without a project proposal?,Can I get into the university of alberta with an 82% ? (on a 33% pass scale) I am from india,True,16007,0
1890,1890,3763,3764,What is the Syria civil war all about?,What is the Syria civil war?,False,6127,1
1891,1891,3765,3766,What is a psychology?,What is psychology?,False,66700,1
1892,1892,3767,3768,Can you suggest a best budget phone below 15k?,Which phone is best under 15k?,False,21999,1
1893,1893,3769,3770,What are the 6 mother sauces? What are some recipes using them?,How are the 6 mother sauces used in cooking?,True,3384,1
1894,1894,3771,3772,What is it like to regret having children?,Do you ever regret having your child?,True,29275,0
1895,1895,2437,3773,Do white women find Asian men attractive?,Are men attracted to women with gray or white hair?,True,46811,0
1896,1896,3774,3775,What is the best way to prepare for the theoretical part of the CA Final Exam?,What is the best way to prepare for CA final group1 papers?,False,27403,1
1897,1897,3776,3777,Where  can i sell a business idea?,Venture and Investor Pitches: How do I sell my product idea?,True,9464,1
1898,1898,3778,3779,Hurricane Sandy (October 2012): What are stores selling out of as people prepare for the storm to hit?,What was the impact of Hurricane Sandy?,False,57074,0
1899,1899,3780,3781,What are the ways to learn about stock market?,What is the best way to learn about investing in the stock market and what stocks to buy?,True,13653,1
1900,1900,3782,3783,Is it harmful to eat using plastic utensils?,Is it bad to eat sunflower seed shells?,False,47301,0
1901,1901,3784,3785,Quora: How to ask question on Quora so that it wont get marked as needing improvement?,I can't seem to ask anything anymore. Why does Quora keep marking all my questions as needing improvement?,False,2961,1
1902,1902,3786,3787,Did dunno create the universe?,"Considering the 'Zone of Avoidance', and the fact that the Earth in on the same plane as most of the Galaxy, how do we know the size and shape of it?",False,30461,0
1903,1903,3788,3789,What's the salary for a Train Ticket Examiner (TTE) in Indian Railways?,Should Indian Railways be privatized?,False,48634,0
1904,1904,3790,3791,What is funniest joke you've ever heard?,What is the best joke ever heard?,False,10247,1
1905,1905,3792,3793,"Is there any proof which can be given for the existence of the GOD? If yes, what are those?",Is there any proof that there is no god?,True,23464,1
1906,1906,3794,3795,What is the best and quick way to lose weight?,What is the best way to loose weight quickly?,True,3174,1
1907,1907,3796,3797,What is the difference between transgender man and transgender woman?,What is the difference between a transgender man and a transgender woman?,False,3222,1
1908,1908,3798,3799,"Is ""taking an exam"" or ""giving an exam"" correct for a student?","Do you write, take or give an exam?",True,5543,0
1909,1909,3800,3801,What job can a foreigner have in South Korea?,How can a foreigner get a job in South Korea?,True,65469,1
1910,1910,3802,3803,Is creating satelite blogs and posting SEO-friendly posts considered black-hat SEO technique?,Is creating satellite blogs and posting SEO-friendly posts considered black-hat SEO technique?,True,28349,1
1911,1911,3804,3805,Why don't some peoples answers have a place to comment?,Why some answers don't have comment option?,True,67668,1
1912,1912,2993,3806,What side dishes go well with hamburgers?,What are the side dishes go well with lentil soup?,False,19118,0
1913,1913,3807,3808,What are the best Smartphones tech gadgets?,What are the best available technology gadgets?,False,15647,1
1914,1914,3809,3810,Could magnets be used to clean up space debris?,How could the space debris in Earth orbit be cleaned up?,False,16098,0
1915,1915,3811,3812,Where is God when He created the world?,Where is God?,True,2679,0
1916,1916,3813,3814,What is value added tax? What is the difference between VAT and sales tax?,What is VAT (Value Added Tax)?,False,17217,0
1917,1917,3815,3816,I got jio sim on 25th aug it is 4rth sep but still sim is not activated what I should do?,Why do Java programmers wear glasses?,True,28443,0
1918,1918,3817,3818,How can I speed up my Internet connectionn?,How can I speed up my Internet connection?,False,36557,1
1919,1919,3819,3820,What are the chances of getting my phone back when someone stole it from my pocket while travelling in local train (Mumbai)?,What is the possibility of getting back mobile phone lost in mumbai local trains?,True,42275,1
1920,1920,3821,3822,How do I open a SnapChat message without the other person knowing you opened it?,How do I delete messages on snapchat that the other person has saved?,False,11466,0
1921,1921,3823,3824,What are the best value Michelin-starred restaurants in NYC?,What are the best Greek restaurants in NYC?,False,14821,0
1922,1922,3825,3826,How can you find what your cell phone number is?,How do I find my cell phone number?,True,605,1
1923,1923,3827,3828,"Given that alpha and beta are roots of the equation 3x^2-5=0 form the equation whose roots are 2alpha-1/beta, 2alpha-/alpha?","The roots of the equation [math]x^2+3x-10=0[/math] are [math]\alpha[/math] and [math]\beta[/math], where [math]\alpha<\beta[/math]. What equation are [math]\alpha-1[/math] and [math]\beta+2[/math] the roots of?",False,65641,0
1924,1924,3829,3830,How will the ban on Rs 500 and 1000 notes impact the Indian economy?,How does the ban on 500/1000 denominations affect various domains of the Indian economy?,True,35794,1
1925,1925,3831,3832,Why has Malaysia failed to develop into a first world country like Singapore?,How did Malaysia become a developed country besides having oil?,True,57364,0
1926,1926,3833,3834,"Who are Jains before conversion? Brahmins, Kshatriyas, Vaishyas or Shudras?",Can a Shudra read Vedas?,True,44311,0
1927,1927,3835,3836,Why is Vermont so liberal?,Is there any culture in Vermont?,True,56728,0
1928,1928,3837,3838,Will you continue to do a thing that you think you must do without anyone understanding and supporting?,Renting a apt in bankruptcy?,True,16237,0
1929,1929,3839,3840,How do we live a meaningful life?,How do I lead a meaningful life?,True,62368,1
1930,1930,3841,3842,What's the safest and cheapest place to buy gold in WOW?,Is buying WoW gold safe?,True,23800,0
1931,1931,3843,3844,How is the salary structure at tcs bps?,Which one is better IBM GBS or TCS BPS?,False,20020,0
1932,1932,3845,3846,There is speculation Trump is trying to set himself up to start a right wing talk show after the election in the event he loses. What do you think?,"For a very early stage startup, what event denotes that it is the right time to start talking about equity and contact a lawyer?",True,2583,0
1933,1933,3847,3848,How can you enlarge your penis?,How can I have a big penis?,False,22999,1
1934,1934,3849,3850,What is your review of Lyf mobiles?,How can India justify keeping Kashmiris hostage for satisfying collective conscience of the jingoists?,True,37599,0
1935,1935,3851,3852,"What is the weather in Orlando like on June, and how does it differ from the weather in January?","What is the weather in Orlando like on June, and how does it differ from the weather in November?",False,59303,0
1936,1936,3853,3854,What are the best free and legal music download sites?,Which are the best free app downloading sites?,False,28641,0
